"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.495301802E0,6.656435728E-1,1.416392088E0,1.440582275E-1,1.571623583E0
6.505372602E0,2.141371965E-1,-2.915344954E0,3.527650833E-1,2.944407265E0
6.515443403E0,-6.776711941E-1,-1.336380243E0,-3.591098785E-1,1.540814819E0
6.525514204E0,9.997865558E-2,9.143624306E-1,-2.181053162E-1,9.453170447E-1
6.535585005E0,5.730736256E-2,1.178192496E-1,2.277460098E-1,2.627427532E-1
6.545686323E0,1.063146889E-1,2.254715919E0,-4.947853088E-2,2.257763233E0
6.555757124E0,1.797224581E-1,-9.118984938E-1,4.764842987E-2,9.306607318E-1
6.565827925E0,-1.873080134E-1,-2.877670765E0,-4.072952271E-2,2.884047887E0
6.575898725E0,-4.657425582E-1,6.788609028E-1,-2.511396408E-1,8.607202653E-1
6.585939009E0,2.169025540E-1,1.680350780E0,-1.293687820E-1,1.699223866E0
6.596009809E0,-3.276121616E-2,2.117879391E0,1.526746750E-1,2.123628020E0
6.606080610E0,3.236032426E-1,-2.420658827E0,1.163444519E-1,2.444963036E0
6.616151411E0,-3.030180931E-2,-1.992235065E0,-9.583568573E-2,1.994768967E0
6.626252729E0,-1.042996645E0,1.109505534E0,-7.933616638E-2,1.524840568E0
6.636323530E0,6.234180927E-1,6.391474605E-1,-1.495866776E-1,9.052821486E-1
6.647157270E0,1.918307245E-1,1.161725283E0,1.713037491E-1,1.189852778E0
6.656434614E0,-5.291352272E-1,3.986058831E-1,-4.790019989E-2,6.642026557E-1
6.666505415E0,5.814896822E-1,-3.023782730E0,4.048633575E-2,3.079453100E0
6.676606733E0,-6.032004356E-1,-1.284984589E0,2.872276306E-2,1.419810253E0
6.686677534E0,7.824453712E-2,2.589335918E0,-4.206542969E-1,2.624449036E0
6.697267134E0,4.447886944E-1,3.550861359E0,2.963352203E-2,3.578733228E0
6.706910688E0,-3.146995604E-1,-1.471708536E0,2.514028549E-1,1.525832633E0
6.716859419E0,2.790265977E-1,-2.780035257E0,-1.712503433E-1,2.799246069E0
6.726930220E0,-5.466810465E-1,-2.399024367E-1,-5.097770691E-2,5.991761614E-1
6.737306196E0,1.194337010E-2,3.814060688E-1,1.526508331E-1,4.109933214E-1
6.747163374E0,7.307484150E-1,1.130715370E0,2.026844025E-2,1.346447661E0
6.757295210E0,-3.420366645E-1,1.654268622E0,2.695493698E-1,1.710628720E0
6.767701704E0,-4.081622958E-1,-2.107958317E0,-8.196353912E-2,2.148674649E0
6.777528364E0,2.014086843E-1,-2.146475554E0,-6.303596497E-2,2.156825513E0
6.787934858E0,-1.941339672E-1,1.797640443E0,-2.154130936E-1,1.820879447E0
6.798066694E0,-3.068441451E-1,2.470802307E0,-3.308954239E-1,2.511674571E0
6.808076460E0,5.469753146E-1,-1.909483671E-1,2.286338806E-1,6.228296116E-1
6.818208296E0,1.295149028E-1,-2.833992958E0,2.053918839E-1,2.844376210E0
6.828309614E0,-8.063488007E-1,-5.206004977E-1,-3.603820801E-1,1.025230955E0
6.838441450E0,3.320132494E-1,1.080374599E0,1.532840729E-1,1.140586725E0
6.849519331E0,-1.211014986E-1,5.855435729E-1,3.113412857E-1,6.741366663E-1
6.858705122E0,2.474559844E-1,1.206536531E0,4.637527466E-2,1.232524049E0
6.868836958E0,2.183802128E-1,-6.840450168E-1,7.723522186E-2,7.221999597E-1
6.878938276E0,-5.364521146E-1,-2.757507086E0,5.383300781E-2,2.809719593E0
6.889100630E0,3.985062540E-1,1.053058624E0,-1.713085175E-1,1.138896970E0
6.899201948E0,-1.499869525E-1,2.460979700E0,-2.846622467E-2,2.465710343E0
6.909333784E0,-1.426716149E-1,1.064958334E0,2.918243408E-2,1.074868856E0
6.919404585E0,7.780102491E-1,-2.875513077E0,1.612854004E-1,2.983268071E0
6.929566938E0,-3.715613484E-1,-1.054852486E0,1.107740402E-1,1.123851632E0
6.939698774E0,-5.645867586E-1,1.247837067E0,-3.442144394E-1,1.412210725E0
6.949830610E0,9.360342026E-1,4.730743170E-2,2.539472580E-1,9.710238057E-1
6.959962446E0,-3.886762261E-2,2.157614708E0,-2.530097961E-2,2.158113079E0
6.970094282E0,-5.206989050E-1,-1.010969877E0,-2.634105682E-1,1.167292838E0
6.980226118E0,5.254078507E-1,-3.236685991E0,2.169179916E-1,3.286220174E0
6.990357954E0,-6.955862641E-1,-5.412501097E-2,-9.155273438E-4,6.976894767E-1
7.000489790E0,1.422661841E-1,2.561201572E0,-3.654060364E-1,2.591045104E0
7.010591108E0,2.983745039E-1,3.094936848E0,6.857013702E-2,3.110042331E0
7.020722944E0,-4.845830798E-1,-2.241084099E0,8.017921448E-2,2.294277099E0
7.030854780E0,3.537585139E-1,-2.594534159E0,-1.898107529E-1,2.625410579E0
7.040986616E0,-8.806154132E-1,4.703247547E-2,6.704807281E-2,8.844156284E-1
7.052033979E0,9.822115302E-2,9.104732871E-1,-1.677036285E-2,9.159095187E-1
7.061097700E0,1.085509062E0,1.325652838E0,-3.761386871E-2,1.713797005E0
7.071199018E0,-3.346823752E-1,1.121189117E0,2.812843323E-1,1.203411071E0
7.081330854E0,-4.288277030E-1,-2.408034086E0,-6.135654449E-2,2.446688780E0
7.089509565E0,-4.288277030E-1,-2.408034086E0,-6.135654449E-2,2.446688780E0
7.099580366E0,1.947220266E-1,-1.423994303E0,9.401702881E-2,1.440317897E0
7.109620649E0,-1.421428621E-1,1.717244983E0,-9.253501892E-2,1.725600665E0
7.119691450E0,2.265259922E-1,2.240909100E0,4.940795898E-2,2.252871227E0
7.129792768E0,4.700966477E-1,-9.888771176E-1,3.463191986E-1,1.148392703E0
7.139833052E0,-1.386477947E-1,-2.508295536E0,8.424377441E-2,2.513536696E0
7.149903852E0,-2.752000093E-1,4.902858734E-1,-4.329319000E-1,7.096092677E-1
7.160005171E0,8.113315701E-2,9.397236705E-1,1.838216782E-1,9.609649189E-1
7.170075972E0,1.021469831E-1,3.523626924E-1,4.461860657E-2,3.695731229E-1
7.180116255E0,2.497690022E-1,1.342743397E0,3.329277039E-2,1.366181830E0
7.190187056E0,-2.098673582E-1,-2.087383747E0,1.716165543E-1,2.104915071E0
7.200257856E0,-3.307409286E-1,-2.241726398E0,-8.521080017E-2,2.267595133E0
7.210359175E0,4.613933861E-1,1.735640049E0,-3.004961014E-1,1.820886637E0
7.220429975E0,-4.976870418E-1,2.745298862E0,-1.759529114E-3,2.790046833E0
7.230470259E0,-3.384304047E-2,6.599504948E-1,-4.741191864E-2,6.625163371E-1
7.240571577E0,6.558226347E-1,-2.962090492E0,1.040153503E-1,3.035605805E0
7.251557905E0,-7.593089342E-1,-1.078377962E0,-3.831005096E-2,1.319438042E0
7.260682661E0,9.050592780E-2,8.275935650E-1,-2.315330505E-2,8.328496307E-1
7.270753462E0,7.025413513E-1,2.352971435E-1,3.380975723E-1,8.143949069E-1
7.280854780E0,-3.640967011E-1,1.820338726E0,-2.089576721E-1,1.868117447E0
7.290895063E0,1.884563267E-1,-3.620616198E-1,-1.927442551E-1,4.513920153E-1
7.300965864E0,-2.135871649E-1,-2.776055336E0,1.226520538E-1,2.786960034E0
7.311067183E0,-5.461048484E-1,8.389809132E-1,-1.284866333E-1,1.009271169E0
7.321137983E0,3.214867711E-1,1.750083923E0,-9.759426117E-2,1.782041560E0
7.331178267E0,1.846271455E-1,1.237546086E0,2.956380844E-1,1.285694122E0
7.341249067E0,4.656219482E-2,-2.652539253E0,1.370868683E-1,2.656487406E0
7.351350386E0,2.556129396E-1,-1.006533504E0,-1.047096252E-1,1.043748904E0
7.361421186E0,-1.057647943E0,1.087984085E0,-1.613998413E-1,1.525902504E0
7.371461470E0,3.546674848E-1,5.928846598E-1,1.409339905E-2,6.910136529E-1
7.381562788E0,6.570236683E-1,1.357712507E0,1.206655502E-1,1.513150200E0
7.391633589E0,-4.503268301E-1,-1.051236987E-1,-3.206729889E-2,4.635445584E-1
7.401673872E0,2.422327995E-1,-2.919962645E0,1.407623291E-3,2.929993269E0
7.411744673E0,-1.974756420E-1,-5.493206978E-1,1.419591904E-1,6.007514211E-1
7.421815474E0,-2.765325606E-1,2.516462088E0,-1.005744934E-1,2.533607492E0
7.431916792E0,5.444604158E-1,2.839345455E0,-1.325187683E-1,2.894111432E0
7.441987593E0,-5.229294300E-2,-2.063454390E0,5.390186310E-1,2.133335336E0
7.452973921E0,-9.452009201E-2,-2.539145231E0,-1.778850555E-1,2.547123014E0
7.462129194E0,-1.694715321E-1,8.006915450E-1,-2.089929581E-1,8.446926109E-1
7.472169477E0,3.632745743E-1,-6.264215708E-2,3.690557480E-1,5.216268794E-1
7.482270796E0,4.350643456E-1,8.437931538E-1,-4.132366180E-2,9.502502387E-1
7.492341597E0,-1.077001393E-1,1.665040016E0,-1.574020386E-1,1.675927498E0
7.502381880E0,-3.228255510E-1,-2.140926123E0,-9.256458282E-2,2.167106181E0
7.512452681E0,-2.270005047E-1,-1.630995274E0,-2.755832672E-2,1.646946955E0
7.522523481E0,3.603213131E-1,1.925059795E0,-1.284751892E-1,1.962700318E0
7.532594282E0,-2.904599309E-1,2.111422539E0,4.418087006E-2,2.131765479E0
7.542695600E0,1.618449390E-1,-8.224514723E-1,2.128067017E-1,8.648161081E-1
7.552735884E0,3.404436409E-1,-2.564392090E0,1.386003494E-1,2.590602000E0
7.562745649E0,-1.014983535E0,4.279758334E-1,-5.539674759E-1,1.232978043E0
7.572908003E0,3.490484059E-1,8.621296883E-1,-5.989742279E-2,9.320354555E-1
7.582978804E0,3.883162737E-1,1.598995924E-1,3.448085785E-1,5.433694543E-1
7.593049604E0,-3.825794756E-1,1.247541904E0,2.317810059E-2,1.305091983E0
7.603120405E0,5.021142960E-1,-1.050581694E0,-5.107975006E-2,1.165525548E0
7.613160688E0,-1.678633094E-1,-2.398994923E0,1.971130371E-1,2.412925253E0
7.623231489E0,-2.669940293E-1,1.488150954E0,-2.694416046E-1,1.535733653E0
7.633302290E0,3.025742173E-1,2.234125376E0,-1.025009155E-1,2.256850414E0
7.643373091E0,-1.495592296E-1,5.147016644E-1,2.087221146E-1,5.751962167E-1
7.654267866E0,3.211919665E-1,-3.012241602E0,1.468057632E-1,3.032872513E0
7.663545210E0,-2.394488454E-2,-5.245344043E-1,-8.317565918E-2,5.316275849E-1
7.673585493E0,-5.716609955E-1,1.256523848E0,-8.907604218E-2,1.383323178E0
7.683656294E0,7.712361813E-1,-6.791830063E-3,8.804798126E-2,7.762756104E-1
7.693727095E0,4.311084747E-2,1.772628665E0,2.205562592E-2,1.773289987E0
7.703797895E0,-5.369307995E-1,-6.529307961E-1,-1.331729889E-1,8.557735407E-1
7.713868696E0,5.855180621E-1,-3.194936514E0,-9.517765045E-2,3.249539893E0
7.723970015E0,-3.175192177E-1,3.229790926E-1,2.325868607E-1,5.091469293E-1
7.734010298E0,-2.218858004E-1,2.604624271E0,-1.657209396E-1,2.619306079E0
7.744081099E0,5.538905859E-1,2.001120090E0,-5.026435852E-2,2.076969644E0
7.754151899E0,-1.554257870E-1,-2.361686707E0,5.184364319E-1,2.422910978E0
7.764222700E0,-1.976814568E-1,-1.789408684E0,-3.968200684E-1,1.843509578E0
7.774293501E0,-3.270590603E-1,8.235946894E-1,-1.388435364E-1,8.969689899E-1
7.784364302E0,7.669875026E-2,5.322009325E-2,3.014602661E-1,3.155841705E-1
7.794435102E0,5.057761669E-1,8.093979359E-1,3.683853149E-2,9.551395851E-1
7.804505903E0,1.012679040E-1,1.085032344E0,1.032991409E-1,1.094632855E0
7.814576704E0,-3.678883314E-1,-2.121284485E0,-4.420948029E-2,2.153402928E0
7.824647505E0,-5.417630076E-2,-6.017551422E-1,-2.943134308E-2,6.049053866E-1
7.834718306E0,8.070555329E-2,1.795764089E0,-2.286539078E-1,1.812060887E0
7.844819624E0,-5.448535085E-2,1.424617767E0,-6.358146667E-3,1.425673477E0
7.855836470E0,6.526541114E-1,-1.505449533E0,2.287645340E-1,1.656704228E0
7.864930708E0,3.841444850E-2,-1.877063513E0,1.233453751E-1,1.881503968E0
7.875032026E0,-8.498671055E-1,1.259026289E0,-3.239641190E-1,1.553181909E0
7.885072309E0,6.226502657E-1,9.168028831E-2,3.861141205E-2,6.305469608E-1
7.895173628E0,1.748927832E-1,6.382890940E-1,1.854457855E-1,6.873067674E-1
7.905213911E0,-4.564028680E-1,8.808489442E-1,5.256080627E-2,9.934591480E-1
7.915284712E0,4.162965119E-1,-2.493967533E0,9.592914581E-2,2.530292324E0
7.925386030E0,-4.475434124E-1,-1.340430737E0,9.852790833E-2,1.416600654E0
7.935426313E0,1.922506094E-1,2.116257906E0,-3.219356537E-1,2.149220879E0
7.945497114E0,2.101505101E-1,2.367417097E0,-9.191417694E-2,2.378502715E0
7.955598433E0,-5.461480618E-1,-9.416443110E-2,1.194515228E-1,5.669332516E-1
7.965669233E0,4.313779771E-1,-2.863097429E0,1.189422607E-2,2.895436983E0
7.975709517E0,-4.075058997E-1,-9.439212084E-1,-1.620817184E-1,1.040826013E0
7.985810835E0,-1.572707593E-1,1.127682090E0,1.111888885E-2,1.138650349E0
7.995881636E0,7.291758060E-1,1.086051226E0,1.658163071E-1,1.318597614E0
8.005921919E0,-2.868424654E-1,1.642333984E0,2.285528183E-1,1.682788135E0
8.015992720E0,-2.333108187E-1,-1.459897280E0,-2.847604752E-1,1.505597069E0
8.026094038E0,2.784202695E-1,-2.921960592E0,5.512046814E-2,2.935712829E0
8.036164839E0,-4.870865047E-1,9.878389835E-1,-1.081428528E-1,1.106695079E0
8.046205122E0,1.112206280E-1,2.574980259E0,4.229545593E-3,2.577384576E0
8.057221968E0,5.657713413E-1,1.384021282E0,1.504840851E-1,1.502750006E0
8.066346724E0,-9.302350879E-2,-2.765534401E0,1.315736771E-1,2.770224816E0
8.076417524E0,-1.124904752E-1,-9.965660572E-1,-3.108034134E-1,1.049950844E0
8.086518843E0,-4.356486499E-1,8.794938922E-1,-4.355430603E-2,9.824440087E-1
8.096559126E0,7.241341472E-2,-1.160909534E-1,3.312301636E-2,1.407762277E-1
8.106629927E0,5.485096574E-1,1.676235914E0,2.564716339E-2,1.763884197E0
8.116731245E0,-6.978112459E-2,-4.254239798E-2,6.703662872E-2,1.057032193E-1
8.126802046E0,-1.976400316E-1,-2.978088140E0,-2.546882629E-2,2.984747764E0
8.136842329E0,4.385906458E-2,2.218868732E-1,-1.293458939E-1,2.605528014E-1
8.146913130E0,-5.495121479E-1,2.369194508E0,-1.736364365E-1,2.438277225E0
8.157014448E0,-7.641807199E-2,2.048377514E0,-2.696838379E-1,2.067466937E0
8.167085249E0,7.060735226E-1,-2.355343342E0,3.844480515E-1,2.488771259E0
8.177125532E0,-3.687653244E-1,-1.983480573E0,-6.809902191E-2,2.018618469E0
8.187196333E0,-6.394107342E-1,5.162205696E-1,-4.268646240E-2,8.228923973E-1
8.197297651E0,7.433429360E-1,7.200296521E-1,1.033916473E-1,1.040043871E0
8.207368452E0,-6.369528174E-2,1.166426182E0,1.201820374E-1,1.174329957E0
8.217408735E0,4.836085439E-2,8.480886817E-1,2.071285248E-2,8.497188985E-1
8.227479536E0,2.156971991E-1,-2.332393885E0,1.073875427E-1,2.344806730E0
8.237580854E0,-4.968012273E-1,-1.183077574E0,1.194286346E-1,1.288699811E0
8.247651655E0,5.253659487E-1,2.089564323E0,-4.133901596E-1,2.193896047E0
8.258668501E0,5.537772179E-2,2.109608173E0,1.610574722E-1,2.116471792E0
8.267762739E0,-3.260193765E-1,-1.541092992E0,2.430543900E-1,1.593841799E0
8.277864058E0,5.961425304E-1,-2.572281837E0,-1.642751694E-1,2.645563475E0
8.287934858E0,-7.255783081E-1,1.098458409E0,-3.508911133E-1,1.362424065E0
8.297975142E0,-2.680177987E-1,3.617414236E-1,-1.113605499E-2,4.503492086E-1
8.308045942E0,1.054329634E0,-5.128502846E-2,3.398609161E-1,1.108939391E0
8.318147261E0,-5.476654768E-1,1.393447638E0,5.891418457E-2,1.498367336E0
8.328218061E0,7.754445076E-2,-9.795438051E-1,-1.629152298E-1,9.960223793E-1
8.338258345E0,1.247119308E-1,-2.632349253E0,2.944011688E-1,2.651695251E0
8.348329145E0,-4.684486389E-1,1.403748870E0,-2.483062744E-1,1.500536912E0
8.358430464E0,2.588321567E-1,3.233930111E0,-2.105293274E-1,3.251095299E0
8.368501265E0,1.495345533E-1,5.276553035E-1,3.681459427E-1,6.605392774E-1
8.378541548E0,3.430134952E-1,-3.296537161E0,1.551103592E-1,3.317962437E0
8.388612349E0,-1.475055814E-1,-8.595342040E-1,-2.898063660E-1,9.189911176E-1
8.398713667E0,-3.097965717E-1,9.303748608E-1,1.850595474E-1,9.979069764E-1
8.409028608E0,1.535664797E-1,1.795839071E-1,-1.030921936E-2,2.365149538E-1
8.418855268E0,5.170099139E-1,2.544701099E0,-6.262397766E-2,2.597445803E0
8.428895552E0,-7.291630507E-1,-1.012295723E0,1.159343719E-1,1.252941405E0
8.438996870E0,1.132896543E-1,-3.278486490E0,-4.588985443E-2,3.280764254E0
8.449067671E0,5.396422744E-2,5.577147007E-3,4.532051086E-2,7.069081352E-2
8.460053999E0,-1.596026719E-1,2.436660528E0,-2.038307190E-1,2.450374360E0
8.469178755E0,9.219264984E-2,2.555052519E0,-1.032991409E-1,2.558801198E0
8.479280073E0,4.669449925E-1,-1.656680346E0,2.189540863E-1,1.735098927E0
8.489350874E0,-5.299186707E-1,-2.326442957E0,-8.690261841E-2,2.387614436E0
8.499391157E0,-5.735858679E-1,7.511407733E-1,-2.963495255E-1,9.904727409E-1
8.509492475E0,5.280923247E-1,-5.826939344E-1,3.656044006E-1,8.672256353E-1
8.519532759E0,3.386498392E-1,4.701108336E-1,1.752061844E-1,6.052975438E-1
8.529603559E0,8.781886101E-2,1.586751461E0,-6.612014771E-2,1.590554691E0
8.539949018E0,-3.638923168E-3,-8.950937986E-1,-1.588916779E-2,8.952422107E-1
8.549806196E0,-8.176085949E-1,-1.624374390E0,-3.098011017E-2,1.818800632E0
8.560853559E0,3.992456496E-1,1.803000808E0,-3.684339523E-1,1.883069988E0
8.570069868E0,3.416082263E-2,1.710494757E0,1.512823105E-1,1.717511459E0
8.580201704E0,-1.417230368E-1,-1.236034393E0,3.620643616E-1,1.295745748E0
8.590608198E0,9.305145741E-1,-2.553382397E0,-3.766822815E-2,2.717910582E0
8.600465376E0,-7.998392582E-1,9.616595507E-1,-1.006345749E-1,1.254854274E0
8.610841352E0,-3.409686983E-1,9.475404024E-1,-2.176418304E-1,1.030272019E0
8.620698530E0,9.051182866E-1,2.488353848E-1,3.495216370E-2,9.393507413E-1
8.630830366E0,-8.411747217E-1,1.627439737E0,4.592609406E-2,1.832551286E0
8.641236860E0,-3.895854950E-2,-2.434191465E0,1.952648163E-2,2.434581513E0
8.651094038E0,6.277198792E-1,-2.420165062E0,1.855077744E-1,2.507118726E0
8.662049849E0,-4.948495030E-1,1.095643044E0,-6.310939789E-2,1.203865651E0
8.671357710E0,1.222278476E-1,3.067444801E0,-2.073860168E-1,3.076876048E0
8.681764204E0,9.384530783E-2,2.211286068E0,1.767625809E-1,2.220323856E0
8.691590864E0,-8.864486217E-2,-3.051294565E0,6.441879272E-2,3.053261570E0
8.701722700E0,9.252142906E-2,-1.753051519E0,-1.709136963E-1,1.763791750E0
8.712129194E0,-3.450876772E-1,6.926825643E-1,1.640071869E-1,7.910707915E-1
8.721986372E0,3.075015545E-1,-2.428519130E-1,1.417694092E-1,4.166927202E-1
8.732362349E0,7.902166843E-1,1.829100609E0,-3.364467621E-2,1.992782831E0
8.742494184E0,-5.177212954E-1,7.451626062E-1,-5.509090424E-2,9.090311640E-1
8.752656538E0,-4.148244560E-1,-3.061971903E0,-1.122703552E-1,3.091982519E0
8.762483198E0,2.227284014E-1,-4.904486537E-1,-6.861400604E-2,5.430061736E-1
8.772615034E0,-4.257822037E-1,2.372032166E0,-2.613096237E-1,2.424068852E0
8.782746870E0,1.768387854E-1,2.181290865E0,2.409410477E-1,2.201670816E0
8.792878706E0,7.761580944E-1,-2.236108780E0,4.747676849E-1,2.414126802E0
8.803010542E0,-5.689094067E-1,-1.878058910E0,-2.174415588E-1,1.974346478E0
8.813142378E0,-5.881339312E-1,9.415549040E-1,-1.893663406E-1,1.126182387E0
8.823548872E0,5.093976855E-1,9.088671207E-2,1.999778748E-1,5.547409727E-1
8.833375532E0,9.028407931E-2,8.712677956E-1,-1.422691345E-1,8.874115692E-1
8.843507368E0,2.203505635E-1,1.358333707E0,-2.710342407E-3,1.376093084E0
8.853913862E0,5.736184120E-2,-2.531721592E0,3.202314377E-1,2.552538496E0
8.862763960E0,5.736184120E-2,-2.531721592E0,3.202314377E-1,2.552538496E0
8.873719770E0,3.743206561E-1,2.270458698E0,-4.848318100E-1,2.351629337E0
8.883821089E0,-2.416301072E-1,2.441251755E0,-1.164436340E-3,2.453180914E0
8.892152388E0,-2.416301072E-1,2.441251755E0,-1.164436340E-3,2.453180914E0
8.902223188E0,-3.099521101E-1,-1.398110628E0,1.564502716E-2,1.432141196E0
8.912293989E0,8.234422803E-1,-2.708905458E0,1.534061432E-1,2.835446952E0
8.922364790E0,-8.987257481E-1,1.332112551E-1,-1.676120758E-1,9.238760830E-1
8.932435591E0,2.380987406E-1,9.902983904E-1,-5.440807343E-2,1.019971642E0
8.942536909E0,5.611115098E-1,1.003574371E0,1.672716141E-1,1.161889598E0
8.952577192E0,-6.685953140E-1,1.478722334E0,-6.395244598E-2,1.624108786E0
8.962647993E0,1.052857339E-1,-2.163088560E0,-1.769752502E-1,2.172868483E0
8.972718794E0,-3.419080377E-2,-2.628510952E0,1.656703949E-1,2.633948655E0
8.982820112E0,-3.229213059E-1,1.505252600E0,-8.054542542E-2,1.541606670E0
8.992860395E0,4.741591513E-1,2.903882742E0,7.188796997E-3,2.942348307E0
9.002931196E0,2.101233602E-1,8.948165774E-1,3.917217255E-1,9.991468580E-1
9.013032515E0,-1.648678184E-1,-2.965908051E0,9.226036072E-2,2.971919234E0
9.023103315E0,-1.760840416E-2,-8.101343513E-1,-3.378171921E-1,8.779226493E-1
9.033143599E0,-4.093167782E-1,7.663599849E-1,3.284091949E-1,9.288166938E-1
9.043214399E0,5.219789743E-1,-2.022960186E-1,2.752323151E-1,6.238097114E-1
9.053285200E0,5.653356314E-1,1.633393526E0,-8.781433105E-3,1.728483700E0
9.064302046E0,-3.144611418E-1,-8.683300018E-2,-4.782772064E-2,3.297169551E-1
9.073457319E0,-5.691388249E-2,-2.623990297E0,-4.450798035E-2,2.624984806E0
9.083497602E0,-1.499045491E-1,5.265833139E-1,-1.141939163E-1,5.592866983E-1
9.093598921E0,-3.346980810E-1,2.001806021E0,-4.094409943E-2,2.030006544E0
9.103639204E0,6.843813658E-1,1.171905756E0,3.968811035E-2,1.357687777E0
9.113710005E0,1.402536929E-1,-2.504798651E0,3.403892517E-1,2.531709348E0
9.123780806E0,-4.869962931E-1,-1.253697157E0,-3.664274216E-1,1.393983861E0
9.133882124E0,-1.727803051E-1,9.694057703E-1,-2.460203171E-1,1.014951515E0
9.143952925E0,2.327822149E-1,7.062374353E-1,2.534046173E-1,7.856034462E-1
9.153993208E0,-1.580094099E-1,1.683671713E0,-1.646833420E-1,1.699069749E0
9.164094526E0,3.037751019E-1,-3.142358661E-1,1.959323883E-2,4.375012995E-1
9.174165327E0,-4.309695959E-2,-3.156250954E0,2.121963501E-1,3.163669503E0
9.184205610E0,-3.650872111E-1,-9.113841057E-1,3.269386292E-2,9.823332166E-1
9.194276411E0,5.658847094E-1,2.557612419E0,-7.890415192E-2,2.620655005E0
9.204347212E0,-2.624375224E-1,3.401589394E0,-2.382898331E-1,3.420009635E0
9.214418013E0,4.603371024E-2,-1.462677002E0,2.713203430E-2,1.463652712E0
9.224519331E0,2.637899220E-1,-2.835526943E0,1.037693024E-1,2.849660723E0
9.234590132E0,-1.076942801E0,1.832250953E-1,-2.393264771E-1,1.118326605E0
9.244630415E0,8.156763315E-1,8.395558596E-2,9.092712402E-2,8.250116121E-1
9.254701216E0,7.265806198E-1,8.657477498E-1,3.812475204E-1,1.192806873E0
9.265595991E0,-7.099962831E-1,1.650965691E0,-4.863929749E-2,1.797817626E0
9.274873335E0,2.382694483E-1,-2.067741394E0,-2.437410355E-1,2.095647035E0
9.284944136E0,-4.877108037E-1,-2.094294548E0,1.630363464E-1,2.156504656E0
9.294984419E0,-3.227573931E-1,1.837078452E0,-4.956235886E-1,1.929941013E0
9.305055220E0,4.610129595E-1,2.738644600E0,3.932094574E-2,2.777454470E0
9.315156538E0,1.862865686E-2,-1.675351262E-1,4.059972763E-1,4.396007663E-1
9.325227339E0,1.875460744E-1,-2.970470190E0,-3.801918030E-2,2.976627645E0
9.335298140E0,-3.973101079E-1,-2.359396219E-1,-2.259521484E-1,5.143706839E-1
9.345338423E0,-2.561972737E-1,7.595959306E-1,4.600620270E-2,8.029567806E-1
9.355409224E0,4.553501308E-1,2.818148136E-1,1.098451614E-1,5.466528060E-1
9.365480024E0,-7.072958350E-2,1.882666826E0,1.507434845E-1,1.890016045E0
9.375550825E0,-4.681898355E-1,-1.194594383E0,-1.051521301E-2,1.283108738E0
9.385621626E0,6.282346249E-1,-2.661444664E0,1.130876541E-1,2.736924416E0
9.395692427E0,-1.558799148E-1,1.201468110E0,-2.175893784E-1,1.230922136E0
9.405763227E0,-3.965838850E-1,2.067506790E0,6.391334534E-2,2.106169039E0
9.415834028E0,6.829985976E-1,8.396549821E-1,2.006406784E-1,1.100801642E0
9.425935347E0,1.215560436E-1,-1.968503237E0,-1.605033875E-3,1.972253392E0
9.436006147E0,-6.323646307E-1,-1.177325964E0,-2.370376587E-1,1.357265008E0
9.446046431E0,2.149593234E-1,1.092423201E0,-1.313571930E-1,1.121093516E0
9.456117231E0,8.859795332E-2,-5.315893888E-2,4.035997391E-1,4.166151936E-1
9.467134077E0,1.955776513E-1,1.256819725E0,-2.376356125E-1,1.293954065E0
9.476258833E0,2.133666575E-1,1.578258276E-1,2.081680298E-2,2.662098076E-1
9.486329634E0,-4.354218841E-1,-2.840523243E0,1.213827133E-1,2.876264639E0
9.496430952E0,-8.068057895E-2,-3.712694645E-1,-1.042699814E-1,3.939829947E-1
9.506471235E0,2.251836061E-1,2.509791613E0,-7.070446014E-2,2.520865073E0
9.516542036E0,1.517251134E-2,2.542436838E0,-8.181571960E-3,2.542495274E0
9.526612837E0,3.236384094E-1,-2.114979506E0,1.662464142E-1,2.146047064E0
9.536683638E0,1.479436457E-1,-2.495790958E0,8.606910706E-2,2.501652998E0
9.546754438E0,-1.134528875E0,7.262958288E-1,-3.119859695E-1,1.382749668E0
9.556825239E0,7.756301165E-1,1.836619973E-1,8.261108398E-2,8.013478633E-1
9.566896040E0,5.802521706E-1,5.877714753E-1,3.529567719E-1,8.981906097E-1
9.576966841E0,-6.963786483E-1,1.485255718E0,-1.269044876E-1,1.645306208E0
9.587037642E0,4.446750581E-1,-1.589747190E0,-1.735773087E-1,1.659867802E0
9.597138960E0,-4.820172489E-1,-1.367807269E0,1.625823975E-1,1.459339025E0
9.607179243E0,-2.345052063E-1,1.612449169E0,-6.361007690E-1,1.749173863E0
9.617250044E0,2.535474300E-1,8.794263601E-1,1.488513947E-1,9.272722145E-1
9.627320845E0,-4.883065820E-2,-2.307207584E-1,2.960672379E-1,3.785132902E-1
9.637391645E0,1.744034886E-1,-2.253906250E0,-7.426643372E-2,2.261863273E0
9.647462446E0,-1.976712644E-1,7.981165648E-1,-2.077579498E-1,8.480727241E-1
9.657533247E0,-4.103728831E-1,8.681409955E-1,1.312818527E-1,9.691798678E-1
9.668458540E0,5.753567219E-1,-4.476012588E-1,-3.336906433E-2,7.297230562E-1
