"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.124825904E1,2.762551534E0,1.552309456E0,-3.671024659E0,4.849513137E0
1.125827804E1,4.151446515E0,7.674996793E-2,-6.346433383E0,7.584036881E0
1.126829804E1,2.555012800E0,7.565262097E-1,-3.093156030E0,4.082650676E0
1.127831704E1,-1.425373128E0,1.590140941E0,2.397694048E0,3.210790170E0
1.128833604E1,-3.154545363E0,-1.607734044E0,5.207812096E0,6.297402006E0
1.129835504E1,-2.832932130E0,-3.106892894E0,1.511002386E0,4.467820063E0
1.130837504E1,-1.984626269E0,-1.574901343E0,1.031121397E0,2.735373284E0
1.131839404E1,7.859597777E-1,2.947886635E0,3.689646871E0,4.787615525E0
1.132841304E1,3.147384570E0,1.207568146E0,-5.060360520E0,6.080419315E0
1.133843204E1,4.326018062E0,-2.181473368E-1,-6.417517984E0,7.742516232E0
1.134845204E1,1.738058833E0,1.380404824E0,-1.719846218E0,2.807888352E0
1.135847104E1,-1.910343826E0,1.025177702E0,3.417480032E0,4.047168470E0
1.136849004E1,-3.227120711E0,-2.006034679E0,4.242742016E0,5.695554673E0
1.137851004E1,-2.749791155E0,-3.201756951E0,1.628042593E0,4.523618204E0
1.138852904E1,-1.551034470E0,-6.712024695E-1,1.005811139E0,1.966691824E0
1.139854804E1,1.330025068E0,2.966600649E0,3.106654912E0,4.496775604E0
1.140856704E1,3.437459968E0,9.726895863E-1,-6.191582741E0,7.148283213E0
1.141858704E1,4.251162007E0,-3.377679205E-1,-6.256731248E0,7.571865786E0
1.142860604E1,9.148746568E-1,1.844258010E0,-4.355403829E-1,2.104276282E0
1.143862504E1,-2.230800772E0,3.512504303E-1,3.848627987E0,4.462262468E0
1.144864404E1,-3.289447060E0,-2.284741044E0,3.884603566E0,5.579484605E0
1.145866404E1,-2.574624654E0,-3.258162702E0,1.298191803E0,4.350818113E0
1.146868304E1,-1.150030667E0,4.163001198E-1,1.789053862E0,2.167161749E0
1.147870204E1,1.786710006E0,2.668262842E0,1.118018038E0,3.400282867E0
1.148872104E1,3.674117836E0,7.426028198E-1,-6.280575024E0,7.314111255E0
1.149874104E1,4.091799068E0,-2.855487764E-1,-6.144792151E0,7.388019241E0
1.150876004E1,1.526164033E-1,2.092412673E0,7.784374809E-1,2.237732663E0
1.151877904E1,-2.568397369E0,-2.026200557E-1,4.733911639E0,5.389586194E0
1.152879804E1,-3.220361622E0,-2.610892886E0,2.232683283E0,4.708754111E0
1.153881804E1,-2.445470624E0,-3.066374028E0,1.741678551E0,4.291435707E0
1.154883704E1,-6.172082569E-1,1.413835110E0,2.678650421E0,3.091123393E0
1.155885604E1,2.213331338E0,2.228613036E0,-6.295451510E-1,3.203416735E0
1.156887604E1,3.847390716E0,5.008362401E-1,-6.898604668E0,7.914796184E0
1.157889504E1,3.607761294E0,7.652718902E-2,-5.197644957E0,6.327504331E0
1.158891404E1,-5.890942593E-1,1.946294847E0,1.723489033E0,2.665616274E0
1.159893304E1,-2.683744515E0,-7.822229683E-1,5.167349364E0,5.875019731E0
1.160895304E1,-3.130775846E0,-2.817738140E0,1.954621282E0,4.643484680E0
1.161897204E1,-2.332684266E0,-2.697346893E0,1.048686433E0,3.717100937E0
1.162899104E1,-2.951983267E-2,2.300310425E0,3.466544019E0,4.160435904E0
1.163901004E1,2.586601506E0,1.703200949E0,-2.373066745E0,3.901646652E0
1.164903004E1,4.106344309E0,3.042797470E-1,-6.788378806E0,7.939567782E0
1.165904904E1,2.913716969E0,4.689864564E-1,-3.849593947E0,4.850677110E0
1.166906804E1,-1.139526729E0,1.724881255E0,1.983320585E0,2.864838050E0
1.167908704E1,-3.007462161E0,-1.310761562E0,5.503419253E0,6.407070157E0
1.168910704E1,-2.952843612E0,-3.039254642E0,1.654532819E0,4.549047486E0
1.169912604E1,-2.107260507E0,-2.012773011E0,9.077264357E-1,3.052174523E0
1.170914504E1,5.171947395E-1,2.757921124E0,3.779261298E0,4.707062277E0
1.171916404E1,2.945626394E0,1.417730525E0,-4.195029906E0,5.318359767E0
1.172918404E1,4.252204858E0,-5.888029218E-2,-6.463696954E0,7.737188854E0
1.173920304E1,2.152864843E0,1.051850361E0,-2.359006530E0,3.362458627E0
1.174922204E1,-1.644589190E0,1.308263631E0,2.505184582E0,3.269889467E0
1.175924204E1,-3.201926813E0,-1.760996583E0,4.906993901E0,6.118172392E0
1.176926104E1,-2.733312532E0,-3.255659509E0,1.646725616E0,4.558730250E0
1.177928004E1,-1.776543306E0,-1.065487238E0,1.102841005E0,2.346833495E0
1.178929904E1,1.056719045E0,2.966756769E0,3.441775213E0,4.665202835E0
1.179931904E1,3.174385258E0,1.037225890E0,-5.638659503E0,6.553399141E0
1.180933804E1,4.316375418E0,-2.407351309E-1,-6.551890508E0,7.849606320E0
1.181935704E1,1.335371762E0,1.619925488E0,-7.449633408E-1,2.227632534E0
1.182937604E1,-2.014836785E0,7.063483286E-1,3.563617154E0,4.154258352E0
1.183939604E1,-3.253168595E0,-2.182032947E0,3.938118453E0,5.554561246E0
1.184941504E1,-2.660778406E0,-3.215328339E0,1.459267391E0,4.421259930E0
1.185943404E1,-1.447130618E0,-1.240451717E-1,1.334236379E0,1.972247688E0
1.186945304E1,1.622446661E0,2.859458023E0,2.425623858E0,4.085643702E0
1.187947304E1,3.523173133E0,8.317190641E-1,-6.430121073E0,7.379089546E0
1.188949204E1,4.251163176E0,-3.329439676E-1,-6.377338257E0,7.671615428E0
1.189951104E1,4.865182727E-1,1.972269348E0,4.060306549E-1,2.071571216E0
1.190953004E1,-2.377330827E0,9.051665246E-2,4.121351480E0,4.758721798E0
1.191955004E1,-3.254444457E0,-2.506986694E0,3.178930006E0,5.194418831E0
1.192956904E1,-2.528032578E0,-3.137308940E0,1.326903970E0,4.241972448E0
1.193958804E1,-9.328984067E-1,8.980370146E-1,2.265049961E0,2.609065204E0
1.194960804E1,2.050948897E0,2.506620074E0,6.370026898E-1,3.300804144E0
1.195962704E1,3.770011588E0,5.829013270E-1,-7.000881826E0,7.972772897E0
1.196964604E1,3.837045237E0,-1.105480438E-1,-5.682479707E0,6.857529631E0
1.197966504E1,-2.263831584E-1,2.037641219E0,1.241800085E0,2.396935236E0
1.198968504E1,-2.637566130E0,-4.820649236E-1,4.954785533E0,5.633741328E0
1.199970404E1,-3.163745664E0,-2.745720908E0,2.303059201E0,4.780413331E0
1.200972304E1,-2.413963779E0,-2.879661908E0,1.355975157E0,3.994789413E0
1.201974204E1,-3.340916298E-1,1.853812360E0,2.953850795E0,3.503351539E0
1.202976204E1,2.362907939E0,1.992442242E0,-1.433678806E0,3.407138819E0
