"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.062814912E0,4.912851453E-1,5.156117082E-1,-1.103649139E-1,7.206919882E-1
3.072977266E0,5.715373158E-1,5.667032003E-1,-9.684753418E-2,8.106706270E-1
3.083078584E0,5.900989771E-1,6.496481895E-1,1.631355286E-2,8.777959358E-1
3.093149385E0,6.028203964E-1,7.228810787E-1,4.469490051E-2,9.423094600E-1
3.104196748E0,6.324934363E-1,7.797929049E-1,-3.143119812E-2,1.004546087E0
3.113290987E0,6.229744554E-1,8.243793249E-1,-1.599931717E-1,1.045608081E0
3.123361787E0,6.166785359E-1,8.703852892E-1,-2.096195221E-1,1.087107774E0
3.133402071E0,5.596749187E-1,8.951810598E-1,-8.691692352E-2,1.059310953E0
3.143472871E0,4.733158350E-1,9.000635743E-1,6.295108795E-2,1.018874456E0
3.153543672E0,4.430834949E-1,8.816255927E-1,7.589817047E-2,9.896197257E-1
3.163614473E0,4.074720740E-1,8.800126314E-1,1.144475937E-1,9.765008829E-1
3.173715791E0,3.504946828E-1,8.744118810E-1,2.460241318E-1,9.736377836E-1
3.183756075E0,2.572431266E-1,8.053361177E-1,3.413839340E-1,9.117473768E-1
3.193826875E0,1.884876788E-1,7.564991117E-1,4.144783020E-1,8.829557032E-1
3.203806123E0,1.301366687E-1,7.098799944E-1,4.307527542E-1,8.404838453E-1
3.213968477E0,7.603174448E-2,6.804352403E-1,3.978824615E-1,7.918859738E-1
3.224039278E0,2.547082305E-2,6.513819695E-1,3.770971298E-1,7.530932733E-1
3.234110078E0,2.693757415E-2,5.625559688E-1,1.753273010E-1,5.898597404E-1
3.244180879E0,5.602836609E-6,4.708940387E-1,9.484767914E-2,4.803512027E-1
3.254251680E0,-8.215299249E-2,4.349455833E-1,1.842584610E-1,4.794558948E-1
3.264322481E0,-1.280163527E-1,4.111990333E-1,1.659622192E-1,4.615368780E-1
3.274393282E0,-1.324369907E-1,3.702930808E-1,2.677917480E-2,3.941746395E-1
3.284464082E0,-1.482743919E-1,3.110886812E-1,-1.228094101E-1,3.658464351E-1
3.294534883E0,-2.185429931E-1,2.486362457E-1,-1.048355103E-1,3.472340806E-1
3.305429658E0,-3.200406730E-1,1.645620465E-1,2.017116547E-2,3.604352583E-1
3.314676485E0,-3.637565076E-1,8.848237991E-2,2.874755859E-2,3.754655118E-1
3.324747285E0,-3.371613920E-1,6.064945459E-2,-1.290044785E-1,3.660578042E-1
3.334818086E0,-3.149338067E-1,1.580810547E-2,-3.272237778E-1,4.544321726E-1
3.344797334E0,-3.304700255E-1,-6.121337414E-3,-3.249893188E-1,4.635363696E-1
3.354990205E0,-3.738381863E-1,-7.360577583E-2,-2.730770111E-1,4.687684436E-1
3.365061006E0,-4.070876837E-1,-1.608479619E-1,-2.558765411E-1,5.070160287E-1
3.375101289E0,-3.952586055E-1,-2.006071210E-1,-2.670097351E-1,5.174618641E-1
3.385172090E0,-3.878653646E-1,-2.280668616E-1,-2.500114441E-1,5.147424177E-1
3.395273408E0,-3.587408662E-1,-2.580627799E-1,-3.169031143E-1,5.438005069E-1
3.405344209E0,-3.508391380E-1,-3.102166057E-1,-2.936105728E-1,5.527473308E-1
3.415384492E0,-3.339377046E-1,-3.594667315E-1,-1.981840134E-1,5.291574669E-1
3.425455293E0,-3.349458575E-1,-3.764243126E-1,-1.105699539E-1,5.158582221E-1
3.435556612E0,-3.203147054E-1,-3.928018808E-1,-5.944824219E-2,5.103223702E-1
3.445596895E0,-2.917013764E-1,-3.953288794E-1,-6.671524048E-2,4.958079660E-1
3.455667696E0,-2.669328451E-1,-3.867828250E-1,-3.325080872E-2,4.711260063E-1
3.465738496E0,-2.597755790E-1,-3.808373809E-1,3.786182404E-2,4.625515969E-1
3.475839815E0,-2.198607922E-1,-3.982331157E-1,7.478809357E-2,4.610006955E-1
3.485910616E0,-1.864980459E-1,-4.150342345E-1,7.750225067E-2,4.615642272E-1
3.495950899E0,-1.525068879E-1,-4.069965482E-1,-1.302146912E-2,4.348265168E-1
3.506967744E0,-1.219645739E-1,-4.015278220E-1,-2.242565155E-2,4.202414294E-1
3.516123018E0,-1.312184930E-1,-4.072302580E-1,6.453704834E-2,4.326890414E-1
3.526163301E0,-1.216377616E-1,-3.994379938E-1,8.784484863E-2,4.266886140E-1
3.536234102E0,-8.401179314E-2,-3.942359686E-1,6.466484070E-2,4.082419894E-1
3.546335420E0,-5.345159769E-2,-3.782037497E-1,4.977989197E-2,3.851924028E-1
3.556375703E0,-4.646307230E-2,-3.841084242E-1,-9.168624878E-3,3.870170052E-1
3.566446504E0,-4.374903440E-2,-3.794026375E-1,3.858852386E-2,3.838611904E-1
3.576517305E0,-3.823441267E-2,-3.713874221E-1,9.111118317E-2,3.843068244E-1
3.586618623E0,-7.459580898E-3,-3.780945539E-1,6.839752197E-2,3.843037316E-1
3.596658907E0,1.189053059E-2,-3.666566610E-1,1.983165741E-2,3.673850656E-1
3.606729707E0,2.305829525E-2,-3.573257923E-1,8.392333984E-5,3.580690071E-1
3.616800508E0,2.228969336E-2,-3.338360488E-1,4.577732086E-2,3.376964629E-1
3.626901826E0,3.427606821E-2,-3.163508475E-1,6.740951538E-2,3.252641239E-1
3.636942110E0,5.049449205E-2,-2.925011814E-1,5.764007568E-2,3.023723088E-1
3.647012910E0,8.062744141E-2,-2.665407062E-1,2.909469604E-2,2.799843454E-1
3.657114229E0,8.894348145E-2,-2.246746421E-1,1.018905640E-2,2.418542010E-1
3.667185030E0,9.985858202E-2,-2.067718804E-1,-2.880096436E-3,2.296402445E-1
3.677225313E0,1.115751266E-1,-1.894658804E-1,1.631736755E-2,2.204826188E-1
3.687326631E0,1.142132878E-1,-1.727367342E-1,1.749897003E-2,2.078193167E-1
3.697366914E0,1.266165972E-1,-1.102792025E-1,-1.026916504E-2,1.682222367E-1
3.708444795E0,1.750393510E-1,-8.288496733E-2,-4.348373413E-2,1.984931418E-1
3.717539033E0,2.073928714E-1,-2.051672339E-2,-5.766963959E-2,2.162371993E-1
3.727609834E0,2.583446503E-1,4.496464133E-2,-5.921363831E-2,2.688308618E-1
3.737650117E0,2.589962482E-1,9.612390399E-2,-2.831459045E-2,2.777059192E-1
3.747751436E0,2.839196324E-1,1.513599157E-1,-3.546905518E-2,3.236946642E-1
3.757822237E0,3.155348301E-1,1.769801676E-1,-6.495189667E-2,3.675635423E-1
3.767893037E0,3.455209732E-1,2.028969228E-1,-8.014774323E-2,4.086264369E-1
3.777933321E0,3.478835225E-1,2.528333068E-1,-4.390430450E-2,4.322906594E-1
3.788034639E0,3.386031985E-1,2.756611109E-1,9.627342224E-3,4.367308780E-1
3.798105440E0,3.377300501E-1,3.011795282E-1,3.476524353E-2,4.538494432E-1
3.808145723E0,3.218408227E-1,2.986627817E-1,3.881359100E-2,4.407805204E-1
3.818216524E0,3.001239300E-1,3.228392303E-1,6.471920013E-2,4.455200521E-1
3.828287325E0,2.727588415E-1,3.467997909E-1,8.396434784E-2,4.491297054E-1
3.838388643E0,2.370575666E-1,3.479691744E-1,7.769966125E-2,4.281542638E-1
3.848459444E0,2.216330767E-1,3.803404272E-1,5.889892578E-2,4.441273969E-1
3.858774385E0,2.044069767E-1,3.960122168E-1,5.289363861E-2,4.487823804E-1
3.868601045E0,1.721346378E-1,4.071200788E-1,8.352184296E-2,4.498366263E-1
3.878671846E0,1.606147587E-1,4.062787890E-1,8.536911011E-2,4.451375519E-1
3.888742647E0,1.292268932E-1,3.661121130E-1,5.648899078E-2,3.923374508E-1
3.898813448E0,1.023515761E-1,3.452352881E-1,8.584690094E-2,3.701796047E-1
3.909799776E0,8.100366592E-2,3.481973410E-1,1.587867737E-1,3.911728795E-1
3.918924532E0,5.805155635E-2,3.336997330E-1,1.459712982E-1,3.688266733E-1
3.929025850E0,5.380073190E-2,3.150538206E-1,1.034927368E-1,3.359526383E-1
3.939066133E0,9.762912989E-3,2.843000293E-1,1.249265671E-1,3.106903093E-1
3.949136934E0,-2.180334926E-2,2.592029572E-1,1.225032806E-1,2.875214997E-1
3.959299287E0,-3.091493249E-2,2.268298268E-1,2.410697937E-2,2.301926364E-1
3.969431123E0,-2.871915698E-2,1.660354733E-1,-2.240753174E-2,1.699843106E-1
3.979501924E0,-8.851778507E-2,1.437300444E-1,5.523681641E-3,1.688911927E-1
3.989633760E0,-1.393757761E-1,1.285254359E-1,3.022289276E-2,1.919839000E-1
3.999765596E0,-1.677112877E-1,1.091960669E-1,-9.548187256E-3,2.003547477E-1
4.010599336E0,-1.812223792E-1,7.025903463E-2,-5.840682983E-2,2.029513253E-1
4.020029268E0,-2.127798200E-1,4.651457071E-2,-7.439613342E-2,2.301600351E-1
4.030191621E0,-2.583452463E-1,2.471208572E-2,-2.042388916E-2,2.603268882E-1
4.040262422E0,-2.647789121E-1,3.719300032E-2,-3.421306610E-2,2.695583897E-1
4.050394258E0,-2.304941416E-1,4.712402821E-3,-1.458969116E-1,2.728290030E-1
4.060526094E0,-2.187547088E-1,-5.858302116E-3,-2.017898560E-1,2.976694279E-1
4.070657930E0,-2.322900891E-1,-6.828308105E-3,-1.649732590E-1,2.849938376E-1
4.080789766E0,-2.245470881E-1,-1.064223051E-2,-1.218614578E-1,2.557046475E-1
4.090921602E0,-2.257500291E-1,-5.542296171E-2,-1.206903458E-1,2.619178113E-1
4.101053438E0,-2.049203515E-1,-6.341385841E-2,-1.421260834E-1,2.573198233E-1
4.112131319E0,-2.171763778E-1,-6.593161821E-2,-1.165609360E-1,2.551450747E-1
4.121317110E0,-2.244070768E-1,-8.109486103E-2,-7.217121124E-2,2.492861736E-1
4.131418428E0,-1.874117851E-1,-1.235124469E-1,-6.398296356E-2,2.333930619E-1
4.141550264E0,-1.730669141E-1,-1.327000260E-1,-5.606842041E-2,2.251779772E-1
4.151560030E0,-1.730800867E-1,-1.444871426E-1,-8.488655090E-3,2.256220469E-1
4.161661348E0,-1.592128873E-1,-1.211447120E-1,4.097175598E-2,2.042142735E-1
4.171793184E0,-1.562215686E-1,-1.315764785E-1,1.820373535E-2,2.050583433E-1
4.181925020E0,-1.220890880E-1,-1.457020640E-1,-2.079963684E-3,1.901030329E-1
4.192056856E0,-1.220610142E-1,-1.674693823E-1,2.633953094E-2,2.088986742E-1
4.202188692E0,-1.081539392E-1,-1.694096327E-1,6.539058685E-2,2.113594736E-1
4.212320528E0,-1.022330523E-1,-1.683942080E-1,4.121875763E-2,2.012639864E-1
4.222452364E0,-8.900165558E-2,-1.737699509E-1,2.249908447E-2,1.965286221E-1
4.232584200E0,-6.635820866E-2,-1.708686650E-1,1.306152344E-2,1.837664712E-1
4.242716035E0,-6.298100948E-2,-1.883160472E-1,3.056240082E-2,2.009069474E-1
4.253122530E0,-7.072001696E-2,-1.941929758E-1,4.458904266E-2,2.114247274E-1
4.263254366E0,-6.026482582E-2,-1.848288476E-1,3.442955017E-2,1.974308640E-1
4.273081026E0,-5.304920673E-2,-1.809836626E-1,2.286815643E-2,1.899796227E-1
4.283518037E0,-4.607409239E-2,-1.784171760E-1,2.325630188E-2,1.857319743E-1
4.293253145E0,-2.024477720E-2,-1.863498390E-1,1.438331604E-2,1.879973225E-1
4.303354463E0,8.204579353E-3,-1.772471368E-1,-5.183219910E-3,1.775126148E-1
4.312509737E0,8.204579353E-3,-1.772471368E-1,-5.183219910E-3,1.775126148E-1
4.321756563E0,1.082211733E-2,-1.661320925E-1,-1.080703735E-2,1.668345960E-1
4.331827364E0,2.493131161E-2,-1.785305440E-1,2.195930481E-2,1.815955300E-1
4.341898164E0,3.047233820E-2,-1.691132486E-1,9.756088257E-4,1.718394776E-1
4.351968965E0,6.184792519E-2,-1.767807901E-1,-3.377914429E-2,1.903093381E-1
4.362039766E0,8.583509922E-2,-1.616397500E-1,-3.901004791E-2,1.871279158E-1
4.372110567E0,7.371079922E-2,-1.417818367E-1,-3.018665314E-2,1.626241224E-1
4.382181367E0,8.224266768E-2,-1.289579272E-1,-2.223300934E-2,1.545584358E-1
4.392252168E0,9.686219692E-2,-1.101894081E-1,-7.612228394E-3,1.469079197E-1
4.402322969E0,1.214079857E-1,-9.725332260E-2,-4.323101044E-2,1.614528662E-1
4.412424287E0,1.543839574E-1,-4.772552848E-2,-5.277919769E-2,1.699934589E-1
4.422464571E0,1.706550717E-1,-2.164453268E-3,2.213478088E-3,1.706831505E-1
4.432535371E0,1.823275089E-1,3.956216574E-2,3.627109528E-2,1.900633521E-1
4.442636690E0,2.045997381E-1,6.255170703E-2,-5.441665649E-3,2.140172437E-1
4.452707491E0,2.232385278E-1,9.113222361E-2,-2.319622040E-2,2.422366345E-1
4.462747774E0,2.429817915E-1,9.908336401E-2,-1.375007629E-2,2.627674421E-1
4.472849092E0,2.348824143E-1,1.438071132E-1,5.234718323E-3,2.754589564E-1
4.482919893E0,2.073910236E-1,1.500024199E-1,1.547431946E-2,2.564200016E-1
4.492929658E0,2.224557400E-1,1.739421487E-1,1.784992218E-2,2.829506089E-1
4.502939424E0,2.138900161E-1,1.646630466E-1,4.525184631E-3,2.699691375E-1
4.514078340E0,1.957567334E-1,1.655463576E-1,9.581565857E-3,2.565503880E-1
4.523203096E0,1.765021086E-1,1.715922654E-1,4.455947876E-2,2.501648397E-1
4.533273897E0,1.445846558E-1,1.803424358E-1,6.332588196E-2,2.396628552E-1
4.543314180E0,1.536598206E-1,1.847446263E-1,6.294059753E-2,2.484017637E-1
4.553415498E0,1.421657801E-1,1.699133813E-1,8.689117432E-2,2.379742472E-1
4.563486299E0,1.275885701E-1,1.607685685E-1,9.035205841E-2,2.242518011E-1
4.573526582E0,8.514744043E-2,1.548343599E-1,7.807731628E-2,1.931834178E-1
4.583597383E0,7.941818237E-2,1.508237422E-1,8.588790894E-2,1.908711130E-1
4.593698701E0,6.752258539E-2,1.359726787E-1,1.316413879E-1,2.009410956E-1
4.603738985E0,5.600875616E-2,1.377975643E-1,1.220321655E-1,1.923980221E-1
4.613809785E0,4.546868801E-2,1.366705894E-1,6.763648987E-2,1.591255679E-1
4.623911104E0,4.684412479E-2,1.153439581E-1,-1.746177673E-3,1.245056217E-1
4.633981905E0,2.849698067E-2,8.604037762E-2,-6.127834320E-2,1.094077686E-1
4.644022188E0,1.539295912E-2,7.507452369E-2,-5.517959595E-2,9.443471346E-2
4.654092989E0,-2.619934082E-2,4.248172045E-2,-2.152442932E-2,5.435442106E-2
4.664194307E0,-5.019479990E-2,5.957710743E-2,-9.227752686E-3,7.844807892E-2
4.674265108E0,-5.835998058E-2,7.206112146E-2,-2.396488190E-2,9.577582223E-2
4.684305391E0,-8.939599991E-2,6.156122684E-2,-2.894783020E-2,1.123361310E-1
4.694376192E0,-1.193975210E-1,3.288513422E-2,-1.988506317E-2,1.254297246E-1
4.704477510E0,-1.489742398E-1,1.698613167E-3,-2.731990814E-2,1.514681049E-1
4.715463838E0,-1.445837021E-1,-5.865812302E-3,-5.592441559E-2,1.551334745E-1
4.724619112E0,-1.420800090E-1,-1.089185476E-2,-7.605266571E-2,1.615220400E-1
4.734689912E0,-1.581859589E-1,-5.897223949E-3,-9.260463715E-2,1.833935486E-1
4.744730196E0,-1.488568187E-1,-1.205796003E-2,-7.100677490E-2,1.653653801E-1
4.754831514E0,-1.612558961E-1,1.263749599E-2,-7.308959961E-3,1.619153829E-1
4.764902315E0,-1.396702528E-1,8.749961853E-3,7.404327393E-3,1.401398067E-1
4.774942598E0,-1.257662177E-1,-5.421578884E-3,-4.260921478E-2,1.328987593E-1
4.785013399E0,-1.377696991E-1,-1.681971550E-2,-7.532119751E-2,1.579135067E-1
4.795084200E0,-1.250795126E-1,-1.799958944E-2,-3.173160553E-2,1.302910760E-1
4.805155000E0,-1.284327507E-1,-3.127950430E-2,-9.846687317E-3,1.325531444E-1
4.815225801E0,-1.322494745E-1,-2.792108059E-2,-2.571392059E-2,1.375889384E-1
4.825327119E0,-1.266906261E-1,-9.629428387E-3,-1.559352875E-2,1.280093699E-1
4.835397920E0,-1.137797832E-1,-1.047372818E-2,-2.376174927E-2,1.167054360E-1
4.845468721E0,-1.105623841E-1,-2.285397053E-2,-3.395843506E-2,1.178962258E-1
4.855509004E0,-1.219221354E-1,-2.498322725E-2,-1.257419586E-2,1.250890848E-1
4.865579805E0,-1.178580523E-1,-4.208666086E-2,2.890586853E-3,1.251805216E-1
4.875650606E0,-1.012000442E-1,-3.662747145E-2,-1.225090027E-2,1.083194588E-1
4.885721407E0,-1.001424789E-1,-2.847397327E-2,-2.573680878E-2,1.072458231E-1
4.895792207E0,-9.507864714E-2,-3.793844581E-2,-5.202293396E-3,1.025004325E-1
4.905863008E0,-9.943193197E-2,-5.865156651E-2,2.563667297E-2,1.182537710E-1
4.916727266E0,-8.974546194E-2,-5.786177516E-2,3.379821777E-3,1.068347142E-1
4.926004610E0,-8.386290073E-2,-7.501974702E-2,-1.005268097E-2,1.129690442E-1
4.936075410E0,-6.891334057E-2,-8.583849669E-2,1.861572266E-3,1.100943299E-1
4.946146211E0,-5.388683081E-2,-9.743237495E-2,2.957439423E-2,1.152020096E-1
4.956247530E0,-5.266582966E-2,-8.319574594E-2,2.280616760E-2,1.010709802E-1
4.966318330E0,-3.182357550E-2,-9.083616734E-2,7.575988770E-3,9.654711212E-2
4.976358614E0,-1.977390051E-2,-8.606776595E-2,3.757476807E-4,8.831086379E-2
4.986429414E0,-2.026528120E-2,-9.188669920E-2,3.160381317E-2,9.926050634E-2
4.996500215E0,-3.969371319E-3,-1.050194800E-1,4.386997223E-2,1.138833682E-1
5.006571016E0,6.576538086E-3,-1.026693285E-1,3.835105896E-2,1.097954716E-1
5.016672334E0,1.966196299E-2,-9.809648991E-2,4.633617401E-2,1.102567691E-1
5.026743135E0,2.942019701E-2,-9.308609366E-2,5.172443390E-2,1.104807037E-1
5.036783418E0,3.886789083E-2,-6.800547242E-2,1.471805573E-2,7.969992711E-2
5.046854219E0,6.881314516E-2,-4.432138801E-2,-8.915901184E-3,8.233545819E-2
5.056925020E0,9.197813272E-2,-3.880247474E-2,-3.581809998E-2,1.060591591E-1
5.067026338E0,1.276755929E-1,-1.899760962E-2,-3.288364410E-2,1.332039798E-1
5.077097139E0,1.488785148E-1,2.619588375E-2,-6.015205383E-2,1.626939030E-1
5.087137422E0,1.572205424E-1,4.268363118E-2,-1.102151871E-1,1.966915829E-1
5.097208223E0,1.606529355E-1,4.357662797E-2,-8.860492706E-2,1.885712632E-1
5.107279024E0,1.593541503E-1,6.758284569E-2,-4.572296143E-2,1.790300965E-1
5.118326387E0,1.401624680E-1,1.081350446E-1,5.647087097E-2,1.858162118E-1
5.127451143E0,1.540018320E-1,1.270982921E-1,4.649066925E-2,2.050168833E-1
5.137521944E0,1.523347497E-1,1.205458939E-1,3.957748413E-4,1.942610232E-1
5.147562227E0,1.594110727E-1,1.009072661E-1,1.889419556E-2,1.896079036E-1
5.157633028E0,1.216912866E-1,9.176161885E-2,7.843017578E-2,1.714066988E-1
5.167703828E0,9.969872236E-2,8.292081952E-2,1.244173050E-1,1.797091075E-1
5.177805147E0,1.218342185E-1,1.032997966E-1,6.182956696E-2,1.712814062E-1
5.187875948E0,1.467128992E-1,8.712708950E-2,1.175689697E-2,1.710380927E-1
5.197916231E0,1.273525357E-1,7.785078883E-2,-7.736206055E-3,1.494632482E-1
5.207987032E0,8.955085278E-2,5.559378862E-2,3.417587280E-2,1.108062040E-1
5.218057832E0,6.457334757E-2,4.158651829E-2,9.553337097E-2,1.225796912E-1
5.228128633E0,6.358617544E-2,2.109885216E-2,4.721355438E-2,8.196025248E-2
5.238199434E0,9.213221073E-2,1.114720106E-2,-5.039882660E-2,1.056060892E-1
5.248300752E0,7.459121943E-2,1.770821214E-2,-5.798244476E-2,9.612177013E-2
5.258341035E0,3.160089254E-2,2.662777901E-3,3.652191162E-2,4.836896551E-2
5.268411836E0,1.898342371E-2,-2.632796764E-3,7.465839386E-2,7.707903585E-2
5.278482637E0,2.065169811E-2,-3.263536096E-2,2.818489075E-2,4.781158318E-2
5.288553438E0,2.748590708E-2,-4.716792703E-2,-2.424716949E-2,5.973452650E-2
5.298624239E0,7.483005524E-3,-3.923833370E-2,-4.773235321E-2,6.224162391E-2
5.308695039E0,-1.590943336E-2,-5.759236217E-2,-1.605129242E-2,6.186787727E-2
5.319589815E0,-4.315370321E-2,-5.337157845E-2,2.150630951E-2,7.192557846E-2
5.328867158E0,-6.602352858E-2,-5.216777325E-2,2.773666382E-2,8.859969193E-2
5.338937959E0,-6.439799070E-2,-6.778979301E-2,-7.909774780E-3,9.383561041E-2
5.348978242E0,-4.952198267E-2,-5.221074820E-2,-8.054161072E-2,1.080062038E-1
5.359079561E0,-6.580746174E-2,-4.122203588E-2,-2.404785156E-2,8.129069706E-2
5.369150362E0,-1.179977059E-1,-4.099848866E-2,1.132955551E-1,1.686422767E-1
5.379221162E0,-8.165836334E-2,-2.343618870E-2,-2.991390228E-2,9.006766786E-2
5.389261446E0,-8.067691326E-2,-1.455715299E-2,-4.744338989E-2,9.471826794E-2
5.399362764E0,-8.493500948E-2,-2.563604712E-2,-7.189559937E-2,1.141934322E-1
5.409403047E0,-9.135216475E-2,-1.610842347E-2,-9.958934784E-2,1.360982642E-1
5.419473848E0,-1.322920918E-1,-1.729723811E-2,5.705833435E-2,1.451070141E-1
5.429544649E0,-1.492848396E-1,1.624596119E-2,1.066637039E-1,1.841929432E-1
5.439615450E0,-9.685742855E-2,2.265176177E-2,-9.246444702E-2,1.358091961E-1
5.449716768E0,-7.280158997E-2,1.843041182E-2,-1.183071136E-1,1.401296711E-1
5.459757051E0,-9.294259548E-2,1.433503628E-2,9.449005127E-3,9.451509413E-2
5.469827852E0,-9.447604418E-2,2.775186300E-2,4.848766327E-2,1.097585637E-1
5.479898653E0,-8.958631754E-2,1.756370068E-2,-1.156902313E-2,9.202192221E-2
5.489969453E0,-1.045362949E-1,2.045929432E-2,-2.044677734E-2,1.084642355E-1
5.500040254E0,-8.543133736E-2,2.729991078E-2,-5.043125153E-2,1.028936814E-1
5.510111055E0,-5.597430468E-2,3.391250968E-2,-3.659629822E-2,7.498313237E-2
5.521005830E0,-6.741315126E-2,4.087993503E-2,1.148509979E-2,7.967188694E-2
5.530252657E0,-5.879396200E-2,3.951728344E-2,-1.898765564E-2,7.334082577E-2
5.540323457E0,-5.973994732E-2,3.240323067E-2,-2.876853943E-2,7.380013228E-2
5.550394258E0,-7.626008987E-2,5.864351988E-3,2.021694183E-2,7.911205135E-2
5.560465059E0,-5.346614122E-2,-1.341784000E-2,-1.335144043E-4,5.512426429E-2
5.570535860E0,-2.564990520E-2,-4.074513912E-2,-3.368568420E-2,5.876061027E-2
5.580606660E0,-3.463327885E-2,-5.037584901E-2,-1.925849915E-2,6.409430518E-2
5.590707979E0,-3.057307005E-2,-4.059880972E-2,-2.981185913E-3,5.091034701E-2
5.600778780E0,-7.576227188E-3,-1.899355650E-2,-1.677608490E-2,2.644979076E-2
5.610819063E0,1.235300303E-2,4.207313061E-3,-2.720546722E-2,3.017342562E-2
5.620889864E0,8.474946022E-3,2.721008658E-2,4.197978973E-2,5.073969125E-2
5.630960664E0,2.149707079E-2,1.357370615E-2,6.140804291E-2,6.646290157E-2
5.641061983E0,3.871667385E-2,-4.820993543E-2,5.067348480E-2,7.994360994E-2
5.651041231E0,4.783976078E-2,-1.281860769E-1,1.890850067E-2,1.381225703E-1
5.661203584E0,4.682034254E-2,-1.372178495E-1,9.523010254E-2,1.734636997E-1
5.671274385E0,3.831231594E-2,-1.181887686E-1,1.504955292E-1,1.951546128E-1
5.681314668E0,6.076824665E-2,-1.385426521E-1,1.014938354E-1,1.821753136E-1
5.691385469E0,9.055876732E-2,-1.455034316E-1,4.430198669E-2,1.770163974E-1
5.701486787E0,9.100645781E-2,-1.904056072E-1,9.548377991E-2,2.316325168E-1
5.711557588E0,1.276183128E-2,-2.621756196E-1,2.236366272E-1,3.448365713E-1
5.722574434E0,-2.411121130E-2,-3.818808496E-1,3.440513611E-1,5.145732920E-1
5.731790742E0,-5.456310511E-2,-4.403210282E-1,3.852415085E-1,5.875974474E-1
5.741892061E0,-1.570665836E-2,-3.706698120E-1,2.335424423E-1,4.383889608E-1
5.752023897E0,3.747498989E-2,-2.755804956E-1,5.043697357E-2,2.826532730E-1
5.762155733E0,4.026734829E-2,-3.051578999E-1,-7.216644287E-2,3.161499623E-1
5.772287569E0,1.057529449E-2,-4.593175352E-1,-4.546737671E-2,4.616835684E-1
5.782388887E0,-9.913492203E-2,-6.494029760E-1,7.524394989E-2,6.612213019E-1
5.792581758E0,-7.615369558E-2,-5.994063616E-1,-2.678394318E-2,6.048179489E-1
5.802652559E0,1.364123225E-1,-3.595602512E-1,-5.744056702E-1,6.912552133E-1
5.812784395E0,3.233813643E-1,-1.039759815E-1,-1.033179283E0,1.087587212E0
5.822916231E0,3.461586237E-1,1.326604486E-1,-1.140503883E0,1.199238798E0
5.833048067E0,2.217960358E-1,2.728932798E-1,-1.002967834E0,1.062830514E0
5.843179903E0,-5.521541834E-2,2.383380532E-1,-5.552473068E-1,6.067564106E-1
5.853311739E0,-1.708304286E-1,1.736790836E-1,-2.619142532E-1,3.576961496E-1
5.863443575E0,-1.119174957E-1,1.777281463E-1,-4.198160172E-1,4.694233783E-1
5.873544893E0,-4.337471724E-2,3.615942299E-1,-6.447896957E-1,7.405305564E-1
5.883676729E0,8.536499739E-2,7.429869175E-1,-7.575235367E-1,1.064499249E0
5.893808565E0,1.791478395E-1,1.001733541E0,-5.401811600E-1,1.152110985E0
5.903940401E0,1.407701373E-1,1.073068619E0,-6.508255005E-2,1.084217797E0
5.914072237E0,2.672010660E-2,1.078378916E0,4.393148422E-1,1.164737129E0
5.925424776E0,-7.311463356E-2,9.162895083E-1,7.996053696E-1,1.218318907E0
5.934335908E0,-7.240325212E-2,7.075498104E-1,1.069769859E0,1.284630887E0
5.944467744E0,3.994315863E-2,7.638074756E-1,1.172968864E0,1.400304707E0
5.954599580E0,2.011880279E-1,1.012597084E0,9.805421829E-1,1.423830204E0
5.964731416E0,2.997978926E-1,1.148382187E0,8.743724823E-1,1.474173552E0
5.974863252E0,3.152633905E-1,1.152907729E0,8.938283920E-1,1.492486660E0
5.984964571E0,2.150588632E-1,1.115642786E0,9.820795059E-1,1.501795358E0
5.995096407E0,1.344196796E-1,8.076711297E-1,9.146213531E-1,1.227572207E0
6.005228242E0,1.420927048E-2,3.919344544E-1,1.050190926E0,1.121033229E0
6.015360078E0,6.696897745E-2,3.904340863E-1,7.750663757E-1,8.704317931E-1
6.025491914E0,1.729438901E-1,5.168676376E-1,3.314771652E-1,6.379175927E-1
6.035593233E0,2.227134705E-1,5.661767125E-1,1.011524200E-1,6.167569795E-1
6.045755586E0,1.973534822E-1,5.345747471E-1,3.239345551E-2,5.707608020E-1
6.055887422E0,9.531199932E-2,3.958190084E-1,4.578399658E-2,4.096989613E-1
6.065866670E0,9.976536036E-3,2.455075383E-1,-1.592254639E-2,2.462255270E-1
6.075937471E0,1.657655835E-2,9.498488903E-2,-3.596601486E-1,3.723604892E-1
6.084146700E0,1.657655835E-2,9.498488903E-2,-3.596601486E-1,3.723604892E-1
6.094217500E0,2.471184731E-2,-1.290744543E-2,-6.479549408E-1,6.485544563E-1
6.104318819E0,-1.372480392E-2,-7.380837202E-2,-6.691761017E-1,6.733741167E-1
6.114359102E0,-7.865476608E-2,-1.419423819E-1,-6.086816788E-1,6.299425355E-1
6.125375948E0,-1.130558252E-1,-2.077904940E-1,-6.046028137E-1,6.492326789E-1
6.134531221E0,-6.935858727E-2,-2.905598879E-1,-6.949577332E-1,7.564402904E-1
