"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
3.794034972E0,9.353832006E-1,-1.351379633E0,-4.164342880E-1
3.813931786E0,7.816867232E-1,-1.279748201E0,-3.152427673E-1
3.833916239E0,6.931557655E-1,-1.167214513E0,-4.032449722E-1
3.844069315E0,6.586517096E-1,-1.088756323E0,-2.408094406E-1
3.864009622E0,6.898558140E-1,-8.920464516E-1,-1.978302002E-1
3.874262506E0,6.897575855E-1,-7.703127861E-1,-8.741283417E-2
3.894045419E0,6.841767430E-1,-5.440750122E-1,-4.380893707E-2
3.913978648E0,5.743770599E-1,-3.507450521E-1,8.428382874E-2
3.924100019E0,4.831814170E-1,-2.471427768E-1,5.277824402E-2
3.944038048E0,1.958877742E-1,7.320255041E-3,1.047649384E-1
3.963981305E0,-6.963095069E-2,1.701568663E-1,1.861333847E-1
3.974040348E0,-1.694124043E-1,2.626526356E-1,2.026643753E-1
3.984171869E0,-2.427070886E-1,3.637477756E-1,1.346521378E-1
4.004036010E0,-3.304076791E-1,5.987867117E-1,8.543109894E-2
4.014050200E0,-3.523998559E-1,7.294470072E-1,1.305065155E-1
4.034062093E0,-3.704003692E-1,9.786478281E-1,1.180429459E-1
4.053999066E0,-4.315941930E-1,1.182174325E0,-2.685213089E-1
4.064065228E0,-4.459453225E-1,1.259009361E0,-1.722259521E-1
4.074304809E0,-5.090805888E-1,1.346333027E0,-9.828281403E-2
4.084446600E0,-5.958835483E-1,1.392730713E0,-2.876148224E-1
4.104094943E0,-7.506203651E-1,1.376037478E0,-1.217756271E-1
4.123996029E0,-9.027602673E-1,1.421087980E0,-1.366786957E-1
4.143989050E0,-9.853471518E-1,1.472759247E0,-2.508783340E-1
4.153992720E0,-9.928473234E-1,1.493410468E0,-3.475522995E-1
4.164047055E0,-9.991924763E-1,1.509379745E0,-6.185083389E-1
4.174128723E0,-9.233999252E-1,1.545373797E0,-2.243509293E-1
4.184142057E0,-8.814776540E-1,1.557270169E0,-3.784666061E-1
4.203999807E0,-7.903621793E-1,1.581546545E0,-1.820497513E-1
4.223973245E0,-7.613895535E-1,1.511568785E0,-5.432939529E-1
4.234097818E0,-7.280071378E-1,1.470167875E0,-1.941690445E-1
4.244111604E0,-7.472230196E-1,1.404032350E0,-2.580165863E-1
4.263954944E0,-7.604238391E-1,1.246338606E0,-4.666900635E-2
4.274143667E0,-7.751690149E-1,1.156169057E0,-1.264448166E-1
4.293996960E0,-7.415199876E-1,9.890593290E-1,1.146926880E-1
4.314231783E0,-5.994393826E-1,7.125551701E-1,1.647138596E-1
4.334026739E0,-3.884976804E-1,5.603575706E-1,2.350902557E-2
4.354020478E0,-1.842462271E-1,3.803709149E-1,1.283683777E-1
4.364152434E0,-8.263120055E-2,2.944180071E-1,8.834648132E-2
4.383991901E0,7.620273530E-2,8.372252434E-2,6.713867188E-2
4.393997146E0,1.205910593E-1,-4.306500405E-2,1.042175293E-1
4.413942329E0,1.920398474E-1,-2.939238548E-1,4.824829102E-2
4.423965360E0,2.288981974E-1,-4.167565703E-1,6.561183929E-2
4.433968875E0,2.564205527E-1,-5.370094180E-1,2.328548431E-1
4.444139633E0,3.019007146E-1,-6.520837545E-1,-9.256935120E-2
4.454175512E0,3.569474220E-1,-7.522429228E-1,-2.073383331E-2
4.464188951E0,4.202986360E-1,-8.418757915E-1,1.164836884E-1
4.483965281E0,6.035231948E-1,-9.650686979E-1,-1.847457886E-1
4.493977336E0,6.911565065E-1,-1.017358065E0,4.117965698E-3
4.513959877E0,9.013481140E-1,-1.159327507E0,-2.906103134E-1
4.523972134E0,9.763540626E-1,-1.188425422E0,-4.527873993E-1
4.534091262E0,1.010331035E0,-1.236902952E0,-2.092790604E-1
4.554021858E0,1.065588593E0,-1.280104399E0,-5.902290344E-1
4.573936507E0,1.045907974E0,-1.349580050E0,-4.421691895E-1
4.583949449E0,1.029623270E0,-1.358641386E0,-5.010929108E-1
4.603947655E0,9.742693901E-1,-1.378075957E0,-5.329036713E-1
4.613972023E0,9.596977234E-1,-1.361689091E0,-5.413541794E-1
4.624038207E0,9.406338930E-1,-1.333764553E0,-3.902950287E-1
4.643995845E0,9.517698288E-1,-1.237698078E0,-5.083446503E-1
4.664115754E0,9.537805319E-1,-1.116760254E0,-3.170671463E-1
4.674117072E0,9.474713802E-1,-1.040732265E0,-3.382015228E-1
4.684119731E0,9.298139811E-1,-9.622930884E-1,-2.188463211E-1
4.704026726E0,8.402787447E-1,-7.640475035E-1,-9.080600739E-2
4.714280558E0,7.750082016E-1,-7.005130649E-1,-9.419155121E-2
4.734084932E0,5.924434066E-1,-5.467236638E-1,7.255935669E-2
4.744255661E0,5.088666677E-1,-4.727360010E-1,-3.394222260E-2
4.764044458E0,3.377647996E-1,-3.016994596E-1,1.250514984E-1
4.784012907E0,1.908816397E-1,-1.018489301E-1,1.199951172E-1
4.803988270E0,9.701949358E-2,1.469421685E-1,1.453351974E-1
4.824044860E0,2.673292160E-2,3.848870993E-1,1.309194565E-1
4.834064625E0,-2.482178807E-2,5.142468810E-1,2.705001831E-2
4.854065949E0,-1.571311951E-1,7.278191447E-1,2.291660309E-1
4.864085170E0,-2.315579951E-1,8.334529400E-1,3.599166870E-2
4.874289280E0,-2.948283255E-1,9.201901555E-1,8.275413513E-2
4.894029113E0,-5.102514029E-1,1.131800890E0,-7.976531982E-2
4.913945321E0,-6.745206118E-1,1.255122185E0,-1.701316833E-1
4.924472356E0,-7.326714396E-1,1.307237864E0,-1.707267761E-1
4.944122882E0,-7.966678143E-1,1.426978350E0,-3.317499161E-1
4.963961763E0,-7.414615154E-1,1.391931295E0,-3.370742798E-1
4.974018077E0,-7.435622215E-1,1.436416388E0,-4.381656647E-1
4.993976812E0,-7.572062016E-1,1.475020528E0,-1.787805557E-1
5.003977101E0,-7.781869769E-1,1.467890739E0,-6.373729706E-1
5.024056318E0,-7.867654562E-1,1.470841885E0,-3.437709808E-1
5.034356854E0,-8.243059516E-1,1.443822980E0,-5.231885910E-1
5.054032006E0,-8.539724946E-1,1.389089227E0,-3.429641724E-1
5.064489198E0,-8.607027531E-1,1.343216538E0,-3.849086761E-1
5.084415342E0,-8.283026218E-1,1.177869797E0,-4.980144501E-1
5.104061878E0,-7.414433956E-1,1.087201595E0,-1.521329880E-1
5.123995512E0,-6.197825670E-1,9.939388633E-1,6.768131256E-2
5.134033451E0,-5.574132204E-1,9.110753536E-1,-9.586334229E-3
5.144097921E0,-4.844123125E-1,8.366525173E-1,-1.023254395E-1
5.164051523E0,-3.585032821E-1,6.599884629E-1,-4.276371002E-2
5.184258924E0,-2.527740598E-1,4.646313488E-1,2.803955078E-1
5.204149524E0,-1.591454893E-1,2.285331339E-1,9.067249298E-2
5.223971424E0,-4.676944017E-2,-2.132251859E-3,6.353282928E-2
5.244568899E0,6.968545914E-2,-2.260129750E-1,2.207822800E-1
5.264088768E0,2.285072803E-1,-4.225042760E-1,1.361398697E-1
5.284035985E0,4.468019903E-1,-6.941333413E-1,-1.163625717E-1
5.294037688E0,5.273022652E-1,-7.840581536E-1,-1.636123657E-2
5.313948715E0,6.717779040E-1,-9.487093687E-1,-2.844810486E-2
5.334007472E0,7.962462902E-1,-1.079495668E0,-1.198825836E-1
5.344013431E0,8.505942822E-1,-1.126995683E0,-2.943067551E-1
5.354020411E0,8.862011433E-1,-1.193110585E0,-3.177986145E-1
5.364072901E0,9.268054962E-1,-1.268856406E0,-2.110786438E-1
5.384145768E0,9.602965117E-1,-1.373827338E0,-2.209873199E-1
5.403993235E0,1.005310178E0,-1.377769232E0,-6.442079544E-1
5.423924852E0,1.067809820E0,-1.392010450E0,-3.616847992E-1
5.443994006E0,1.139206648E0,-1.385672450E0,-3.976459503E-1
5.454071198E0,1.165105581E0,-1.359958649E0,-4.758358002E-1
5.464162294E0,1.186771393E0,-1.295863032E0,-3.646364212E-1
5.484213866E0,1.140293956E0,-1.235852003E0,-4.783220291E-1
5.504089259E0,1.056684494E0,-1.176100016E0,-2.881565094E-1
5.524260608E0,9.552381635E-1,-1.092517734E0,-2.316274643E-1
5.544008195E0,8.257815838E-1,-9.635185003E-1,-2.324743271E-1
5.563941092E0,7.301472425E-1,-8.149470091E-1,-8.366775513E-2
5.574002241E0,6.891252995E-1,-7.149831057E-1,-7.511234283E-2
5.593978353E0,6.178398728E-1,-5.057398677E-1,-8.381557465E-2
5.604221872E0,5.683121681E-1,-4.159478545E-1,-5.776405334E-3
5.624217761E0,4.641479850E-1,-1.947635114E-1,1.254549026E-1
5.644044233E0,3.219323456E-1,7.601067424E-3,1.420946121E-1
5.663992601E0,1.283537447E-1,3.133230209E-1,1.784267426E-1
5.683888443E0,-4.824793339E-2,4.941571057E-1,1.540889740E-1
5.693933417E0,-1.343507469E-1,5.946370363E-1,2.775478363E-2
5.713894147E0,-2.760656476E-1,7.752910852E-1,9.396839142E-2
5.723931269E0,-3.477563262E-1,8.614816666E-1,7.580471039E-2
5.733942830E0,-3.980761766E-1,9.418162107E-1,-1.118698120E-1
5.744098610E0,-4.273407459E-1,1.041503310E0,4.924774170E-2
5.764034445E0,-4.952301383E-1,1.172085404E0,-2.511205673E-1
5.774705918E0,-5.119395256E-1,1.260675192E0,-1.453323364E-1
5.794194522E0,-6.298220158E-1,1.349841595E0,-4.659471512E-1
5.813988173E0,-7.279497385E-1,1.443956733E0,-2.392129898E-1
5.833942836E0,-7.808060646E-1,1.466728210E0,-2.623825073E-1
5.854021002E0,-8.680898547E-1,1.478518128E0,-1.778001785E-1
5.864153696E0,-9.022969007E-1,1.465111732E0,-4.391355515E-1
5.874328543E0,-9.119874239E-1,1.449632049E0,-4.808902740E-1
5.894184679E0,-8.830391169E-1,1.415497661E0,-4.537763596E-1
5.914069463E0,-8.033747673E-1,1.365758300E0,-1.444950104E-1
5.933931659E0,-7.429899573E-1,1.295551419E0,-2.383441925E-1
5.943987025E0,-6.950453520E-1,1.248879552E0,-1.215238571E-1
5.954041708E0,-6.617345810E-1,1.160950541E0,-3.004884720E-1
5.964072549E0,-6.205545068E-1,1.090568542E0,-1.718978882E-1
5.984080680E0,-5.569011569E-1,9.359603524E-1,-1.035814285E-1
6.003990213E0,-4.828550220E-1,7.558987141E-1,1.257219315E-1
6.024004096E0,-3.882766664E-1,5.473197699E-1,6.414031982E-2
6.044056067E0,-2.484753132E-1,2.413440943E-1,1.503353119E-1
6.063955810E0,-8.181942999E-2,5.233664811E-2,4.354572296E-2
6.074033100E0,1.187816262E-2,-5.141974613E-2,1.365118027E-1
6.094000318E0,1.863098145E-1,-2.344297171E-1,6.439208984E-2
6.104023854E0,2.613969147E-1,-3.345138729E-1,1.387977600E-1
6.123998756E0,3.916167915E-1,-5.279939175E-1,5.087471008E-2
