"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.631905620E0,1.035822630E-1,2.491950989E-2,-9.060096741E-2
1.651898011E0,9.350025654E-2,3.272569180E-2,-1.124696732E-1
1.671692109E0,7.608127594E-2,4.724526405E-2,-1.176385880E-1
1.681990792E0,7.793271542E-2,5.503773689E-2,-1.297416687E-1
1.701720804E0,5.981254578E-2,5.932140350E-2,-9.767913818E-2
1.721778057E0,4.224157333E-2,5.433320999E-2,-9.303760529E-2
1.731860766E0,3.823268414E-2,6.488317251E-2,-1.134729385E-1
1.751714297E0,3.976428509E-2,6.999981403E-2,-1.639556885E-1
1.771668930E0,1.747846603E-2,6.226885319E-2,-1.078519821E-1
1.791663588E0,4.665732384E-3,6.966817379E-2,-1.007909775E-1
1.811621003E0,1.724362373E-3,7.417261600E-2,-1.475887299E-1
1.831754107E0,-1.717853546E-2,7.652705908E-2,-1.022329330E-1
1.841864791E0,-2.253985405E-2,7.619810104E-2,-1.010417938E-1
1.861802804E0,-2.993273735E-2,6.836843491E-2,-1.321363449E-1
1.881902557E0,-3.936827183E-2,6.914007664E-2,-1.450052261E-1
1.901770245E0,-6.055235863E-2,5.889189243E-2,-1.027851105E-1
1.911775360E0,-6.532669067E-2,6.106728315E-2,-1.228399277E-1
1.921782417E0,-5.045402050E-2,6.559979916E-2,-1.406183243E-1
1.941761460E0,-4.704344273E-2,4.858249426E-2,-1.868457794E-1
1.961733471E0,-6.096816063E-2,4.743635654E-2,-9.288501740E-2
1.982017974E0,-6.789445877E-2,4.620540142E-2,-1.151933670E-1
2.001816849E0,-5.719411373E-2,3.640955687E-2,-1.830577850E-1
2.021747318E0,-6.481385231E-2,3.595936298E-2,-1.538343430E-1
2.031826896E0,-7.268917561E-2,2.289468050E-2,-9.608364105E-2
2.051942830E0,-6.624233723E-2,3.066474199E-2,-1.588115692E-1
2.072099313E0,-4.945766926E-2,2.554297447E-2,-2.048330307E-1
2.091760434E0,-5.988931656E-2,1.861059666E-2,-1.059951782E-1
2.101821454E0,-7.020938396E-2,-5.190908909E-3,-7.577991486E-2
