"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.911832982E0,8.351123333E-2,1.160853505E-1,-1.661539078E-1
1.922485392E0,7.989114523E-2,1.127561331E-1,-1.100349426E-1
1.942336200E0,8.291476965E-2,9.031921625E-2,-1.546611786E-1
1.961959152E0,7.080173492E-2,8.561837673E-2,-1.774902344E-1
1.981956140E0,6.310611963E-2,8.107346296E-2,-1.151809692E-1
1.992140971E0,4.656744003E-2,6.876987219E-2,1.447401047E-1
2.011876095E0,9.270948172E-2,6.831419468E-2,-4.415931702E-1
2.031842876E0,7.624655962E-2,4.059213400E-2,-1.900386810E-1
2.042375839E0,8.259773254E-2,2.661001682E-2,-2.186403275E-1
2.061933562E0,7.493507862E-2,3.339767456E-3,-3.850841522E-2
2.081843242E0,8.148944378E-2,5.126178265E-3,-1.602172852E-1
2.101795412E0,5.547177792E-2,-2.159178257E-2,-2.949714661E-2
2.111836607E0,5.128973722E-2,-2.736097574E-2,-2.712821960E-2
2.121892705E0,6.585299969E-2,-3.027099371E-2,-1.755094528E-1
2.131903754E0,5.635601282E-2,-2.623140812E-2,-2.279872894E-1
2.151917790E0,5.054950714E-2,-3.238731623E-2,-1.641349792E-1
2.162018296E0,3.442800045E-2,-4.120904207E-2,-1.028261185E-1
2.182092176E0,2.187025547E-2,-7.143479586E-2,-1.072664261E-1
2.192349989E0,1.689577103E-2,-7.912278175E-2,-2.183990479E-1
2.212268849E0,1.296502352E-2,-8.394998312E-2,-1.389217377E-1
2.222361826E0,1.327556372E-2,-7.966899872E-2,-1.804990768E-1
2.232494814E0,1.449400187E-2,-9.310865402E-2,-2.243938446E-1
2.242522308E0,-3.416538239E-4,-8.371400833E-2,-1.629667282E-1
2.262393179E0,-3.160953522E-3,-9.663331509E-2,-1.540918350E-1
2.282028897E0,-8.432626724E-3,-1.094066501E-1,-1.070756912E-1
2.301994826E0,-2.793908119E-3,-1.171740890E-1,-1.845273972E-1
2.321938808E0,-1.417589188E-2,-1.007296443E-1,-1.718482971E-1
2.331948305E0,-5.451858044E-3,-1.011291146E-1,-2.217817307E-1
2.351906678E0,-1.066029072E-2,-1.055909991E-1,-9.198379517E-2
2.361924240E0,-1.522421837E-2,-1.293433309E-1,-6.313514709E-2
2.381827912E0,-1.282638311E-2,-1.209173799E-1,-8.681392670E-2
2.391900857E0,-1.014965773E-2,-1.237260699E-1,-5.662918091E-2
2.411820816E0,1.520073414E-2,-6.894212961E-2,-4.295101166E-1
2.431827306E0,1.255661249E-2,-6.153982878E-2,-3.024272919E-1
2.442082554E0,-5.258381367E-3,-9.532409906E-2,-5.951786041E-2
2.462018990E0,-9.635925293E-3,-1.129928231E-1,1.302404404E-1
2.472533896E0,1.575666666E-2,-9.386426210E-2,-1.526098251E-1
2.491976576E0,4.665011168E-2,-5.568939447E-2,-4.734668732E-1
2.502017689E0,2.570796013E-2,-4.899817705E-2,-2.949972153E-1
2.521860774E0,1.026070118E-2,-8.150964975E-2,1.385259628E-1
2.541820545E0,2.684253454E-2,-5.346029997E-2,4.396438599E-4
2.551991174E0,6.127965450E-2,-2.888667583E-2,-3.135280609E-1
2.571994895E0,6.266039610E-2,-1.756173372E-2,-1.855611801E-1
2.591845326E0,4.914975166E-2,-1.822471619E-2,1.343393326E-1
2.602635064E0,5.761271715E-2,-9.334146976E-3,1.152286530E-1
2.622026868E0,8.789736032E-2,3.190988302E-2,-2.789068222E-1
2.641963319E0,9.381359816E-2,3.795826435E-2,-3.020963669E-1
2.661862182E0,9.506702423E-2,3.320938349E-2,-6.523609161E-2
